Uniprot ID	Gene	UniprotKB Keywords ID	UniprotKB Keywords Name	GO Keywords ID	GO Keywords Name
B2RXH2	KDM4E	KW-0156|KW-0223|KW-0560	Chromatin regulator|Dioxygenase|Oxidoreductase	GO:0051213|GO:0032454|GO:0046872	dioxygenase activity|histone demethylase activity (H3-K9 specific)|metal ion binding
Q99685	MGLL	KW-0378|KW-0719	Hydrolase|Serine esterase	GO:0047372|GO:0004622|GO:0042803	acylglycerol lipase activity|lysophospholipase activity|protein homodimerization activity
Q91ZY1	Hrh4	KW-0297|KW-0675|KW-0807	G-protein coupled receptor|Receptor|Transducer	GO:0004969	histamine receptor activity
P35367	HRH1	KW-0297|KW-0675|KW-0807	G-protein coupled receptor|Receptor|Transducer	GO:0004930|GO:0004969	G-protein coupled receptor activity|histamine receptor activity
P25021	HRH2	KW-0297|KW-0675|KW-0807	G-protein coupled receptor|Receptor|Transducer	GO:0004969	histamine receptor activity
Q9QYN8	Hrh3	KW-0297|KW-0675|KW-0807	G-protein coupled receptor|Receptor|Transducer	GO:0008144|GO:0004969	drug binding|histamine receptor activity
P17516	AKR1C4	KW-0560	Oxidoreductase	GO:0004033|GO:0047023|GO:0015125|GO:0047743|GO:0009055|GO:0016655|GO:0001758	aldo-keto reductase (NADP) activity|androsterone dehydrogenase activity|bile acid transmembrane transporter activity|chlordecone reductase activity|electron transfer activity|oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor|retinal dehydrogenase activity
Q8TCW9	PROKR1	KW-0297|KW-0675|KW-0807	G-protein coupled receptor|Receptor|Transducer	GO:0001602	pancreatic polypeptide receptor activity
Q8NFJ6	PROKR2	KW-0297|KW-0675|KW-0807	G-protein coupled receptor|Receptor|Transducer	GO:0001602	pancreatic polypeptide receptor activity
P14900	murD	KW-0436	Ligase	GO:0005524|GO:0042802|GO:0008764	ATP binding|identical protein binding|UDP-N-acetylmuramoylalanine-D-glutamate ligase activity
O77636	ADAM17	KW-0378|KW-0482|KW-0645	Hydrolase|Metalloprotease|Protease	GO:0046872|GO:0004222|GO:0005112	metal ion binding|metalloendopeptidase activity|Notch binding
P27695	APEX1	KW-0010|KW-0238|KW-0255|KW-0269|KW-0378|KW-0456|KW-0540|KW-0678|KW-0694	Activator|DNA-binding|Endonuclease|Exonuclease|Hydrolase|Lyase|Nuclease|Repressor|RNA-binding	GO:0008408|GO:0031490|GO:0140078|GO:0003684|GO:0003906|GO:0003677|GO:0008311|GO:0008309|GO:0003691|GO:0004520|GO:0004519|GO:0046872|GO:0051059|GO:0016491|GO:0004528|GO:0008081|GO:0044877|GO:0003723|GO:0004523|GO:0016890|GO:0003713|GO:0003714|GO:0004844	3'-5' exonuclease activity|chromatin DNA binding|class I DNA-(apurinic or apyrimidinic site) endonuclease activity|damaged DNA binding|DNA-(apurinic or apyrimidinic site) endonuclease activity|DNA binding|double-stranded DNA 3'-5' exodeoxyribonuclease activity|double-stranded DNA exodeoxyribonuclease activity|double-stranded telomeric DNA binding|endodeoxyribonuclease activity|endonuclease activity|metal ion binding|NF-kappaB binding|oxidoreductase activity|phosphodiesterase I activity|phosphoric diester hydrolase activity|protein-containing complex binding|RNA binding|RNA-DNA hybrid ribonuclease activity|site-specific endodeoxyribonuclease activity, specific for altered base|transcription coactivator activity|transcription corepressor activity|uracil DNA N-glycosylase activity
Q9P1W9	PIM2	KW-0418|KW-0723|KW-0808	Kinase|Serine/threonine-protein kinase|Transferase	GO:0005524|GO:0004674	ATP binding|protein serine/threonine kinase activity
O08914	Faah	KW-0378	Hydrolase	GO:0047372|GO:0004040|GO:0103073|GO:0017064|GO:0016788|GO:0042802|GO:0008289|GO:0102077|GO:0005543|GO:0042803	acylglycerol lipase activity|amidase activity|anandamide amidohydrolase activity|fatty acid amide hydrolase activity|hydrolase activity, acting on ester bonds|identical protein binding|lipid binding|oleamide hydrolase activity|phospholipid binding|protein homodimerization activity
O35678	Mgll	KW-0378|KW-0719	Hydrolase|Serine esterase	GO:0047372|GO:0016787|GO:0042803	acylglycerol lipase activity|hydrolase activity|protein homodimerization activity
Q8R2Y0	Abhd6	KW-0378	Hydrolase	GO:0047372|GO:0004620	acylglycerol lipase activity|phospholipase activity
Q8BLF1	Nceh1	KW-0378	Hydrolase	GO:0052689|GO:0042301|GO:0017171	carboxylic ester hydrolase activity|phosphate ion binding|serine hydrolase activity
P09238	MMP10	KW-0378|KW-0482|KW-0645	Hydrolase|Metalloprotease|Protease	GO:0004222|GO:0004252|GO:0008270	metalloendopeptidase activity|serine-type endopeptidase activity|zinc ion binding
Q08881	ITK	KW-0418|KW-0808|KW-0829	Kinase|Transferase|Tyrosine-protein kinase	GO:0005524|GO:0046872|GO:0004715	ATP binding|metal ion binding|non-membrane spanning protein tyrosine kinase activity
P33533	Oprd1	KW-0297|KW-0675|KW-0807	G-protein coupled receptor|Receptor|Transducer	GO:0038046|GO:0042923|GO:0033612	enkephalin receptor activity|neuropeptide binding|receptor serine/threonine kinase binding
P34975	Oprk1	KW-0297|KW-0675|KW-0807	G-protein coupled receptor|Receptor|Transducer	GO:0038048|GO:0042923|GO:0004985|GO:0033612	dynorphin receptor activity|neuropeptide binding|opioid receptor activity|receptor serine/threonine kinase binding
P09874	PARP1	KW-0238|KW-0328|KW-0808	DNA-binding|Glycosyltransferase|Transferase	GO:0003677|GO:0003910|GO:0019899|GO:0030331|GO:0042826|GO:0042802|GO:0003950|GO:0051287|GO:1990404|GO:0019901|GO:0047485|GO:0003723|GO:0000977|GO:0070412|GO:0001228|GO:0008134|GO:0008270	DNA binding|DNA ligase (ATP) activity|enzyme binding|estrogen receptor binding|histone deacetylase binding|identical protein binding|NAD+ ADP-ribosyltransferase activity|NAD binding|protein ADP-ribosylase activity|protein kinase binding|protein N-terminus binding|RNA binding|RNA polymerase II regulatory region sequence-specific DNA binding|R-SMAD binding|transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific DNA binding|transcription factor binding|zinc ion binding
O75116	ROCK2	KW-0418|KW-0723|KW-0808	Kinase|Serine/threonine-protein kinase|Transferase	GO:0005524|GO:0046872|GO:0004674|GO:0072518|GO:0017048|GO:0003723|GO:0005198	ATP binding|metal ion binding|protein serine/threonine kinase activity|Rho-dependent protein serine/threonine kinase activity|Rho GTPase binding|RNA binding|structural molecule activity
P20272	Cnr1	KW-0297|KW-0675|KW-0807	G-protein coupled receptor|Receptor|Transducer	GO:0004949|GO:0008144	cannabinoid receptor activity|drug binding
Q14164	IKBKE	KW-0418|KW-0723|KW-0808	Kinase|Serine/threonine-protein kinase|Transferase	GO:0005524|GO:0008384|GO:0036435|GO:0004704|GO:0004672|GO:0031625	ATP binding|IkappaB kinase activity|K48-linked polyubiquitin modification-dependent protein binding|NF-kappaB-inducing kinase activity|protein kinase activity|ubiquitin protein ligase binding
O88554	Parp2	KW-0238|KW-0328|KW-0808	DNA-binding|Glycosyltransferase|Transferase	GO:0003677|GO:0003910|GO:0003950|GO:1990404	DNA binding|DNA ligase (ATP) activity|NAD+ ADP-ribosyltransferase activity|protein ADP-ribosylase activity
Q9WVG6	Carm1	KW-0156|KW-0489|KW-0808	Chromatin regulator|Methyltransferase|Transferase	GO:0008469|GO:0042054|GO:0035642|GO:0070577|GO:0030374|GO:0016274|GO:0035242|GO:0042803|GO:0008276|GO:0003713|GO:0044212	histone-arginine N-methyltransferase activity|histone methyltransferase activity|histone methyltransferase activity (H3-R17 specific)|lysine-acetylated histone binding|nuclear receptor transcription coactivator activity|protein-arginine N-methyltransferase activity|protein-arginine omega-N asymmetric methyltransferase activity|protein homodimerization activity|protein methyltransferase activity|transcription coactivator activity|transcription regulatory region DNA binding
P36888	FLT3	KW-0418|KW-0675|KW-0808|KW-0829	Kinase|Receptor|Transferase|Tyrosine-protein kinase	GO:0016303|GO:0005524|GO:0004896|GO:0035259|GO:0044877|GO:0042803|GO:0043621|GO:0005088|GO:0004714|GO:0005021	1-phosphatidylinositol-3-kinase activity|ATP binding|cytokine receptor activity|glucocorticoid receptor binding|protein-containing complex binding|protein homodimerization activity|protein self-association|Ras guanyl-nucleotide exchange factor activity|transmembrane receptor protein tyrosine kinase activity|vascular endothelial growth factor-activated receptor activity
P30530	AXL	KW-1183|KW-0418|KW-0675|KW-0808|KW-0829	Host cell receptor for virus entry|Kinase|Receptor|Transferase|Tyrosine-protein kinase	GO:0005524|GO:0032036|GO:0043548|GO:0001786|GO:0046982|GO:0004713|GO:0004714|GO:0001618	ATP binding|myosin heavy chain binding|phosphatidylinositol 3-kinase binding|phosphatidylserine binding|protein heterodimerization activity|protein tyrosine kinase activity|transmembrane receptor protein tyrosine kinase activity|virus receptor activity
O26232	pyrF	KW-0210|KW-0456	Decarboxylase|Lyase	GO:0004590	orotidine-5'-phosphate decarboxylase activity
P11172	UMPS	KW-0210|KW-0328|KW-0456|KW-0511|KW-0808	Decarboxylase|Glycosyltransferase|Lyase|Multifunctional enzyme|Transferase	GO:0042802|GO:0004588|GO:0004590	identical protein binding|orotate phosphoribosyltransferase activity|orotidine-5'-phosphate decarboxylase activity
Q96PD7	DGAT2	KW-0012|KW-0808	Acyltransferase|Transferase	GO:0003846|GO:0004144|GO:0042803|GO:0050252	2-acylglycerol O-acyltransferase activity|diacylglycerol O-acyltransferase activity|protein homodimerization activity|retinol O-fatty-acyltransferase activity
Q9ERM3	Dgat1	KW-0012|KW-0808	Acyltransferase|Transferase	GO:0019992|GO:0004144|GO:0005504|GO:0050252|GO:0016746	diacylglycerol binding|diacylglycerol O-acyltransferase activity|fatty acid binding|retinol O-fatty-acyltransferase activity|transferase activity, transferring acyl groups
P35610	SOAT1	KW-0012|KW-0808	Acyltransferase|Transferase	GO:0015485|GO:0034736|GO:0000062|GO:0004772	cholesterol binding|cholesterol O-acyltransferase activity|fatty-acyl-CoA binding|sterol O-acyltransferase activity
Q15303	ERBB4	KW-0010|KW-0217|KW-0418|KW-0675|KW-0808|KW-0829	Activator|Developmental protein|Kinase|Receptor|Transferase|Tyrosine-protein kinase	GO:0005524|GO:0005154|GO:0046934|GO:0042803|GO:0004713|GO:0005088|GO:0044212|GO:0004714	ATP binding|epidermal growth factor receptor binding|phosphatidylinositol-4,5-bisphosphate 3-kinase activity|protein homodimerization activity|protein tyrosine kinase activity|Ras guanyl-nucleotide exchange factor activity|transcription regulatory region DNA binding|transmembrane receptor protein tyrosine kinase activity
P41180	CASR	KW-0297|KW-0675|KW-0807	G-protein coupled receptor|Receptor|Transducer	GO:0016597|GO:0005509|GO:0008144|GO:0004930|GO:0005178|GO:0044325|GO:0000287|GO:0004435|GO:0019808|GO:0042803|GO:0019901	amino acid binding|calcium ion binding|drug binding|G-protein coupled receptor activity|integrin binding|ion channel binding|magnesium ion binding|phosphatidylinositol phospholipase C activity|polyamine binding|protein homodimerization activity|protein kinase binding
Q02750	MAP2K1	KW-0418|KW-0723|KW-0808|KW-0829	Kinase|Serine/threonine-protein kinase|Transferase|Tyrosine-protein kinase	GO:0005524|GO:0004708|GO:0008022|GO:0004672|GO:0047485|GO:0004712|GO:0043539|GO:0004674|GO:0004713|GO:0097110	ATP binding|MAP kinase kinase activity|protein C-terminus binding|protein kinase activity|protein N-terminus binding|protein serine/threonine/tyrosine kinase activity|protein serine/threonine kinase activator activity|protein serine/threonine kinase activity|protein tyrosine kinase activity|scaffold protein binding
P28593	TPR	KW-0560	Oxidoreductase	GO:0009055|GO:0050660|GO:0015042	electron transfer activity|flavin adenine dinucleotide binding|trypanothione-disulfide reductase activity
P39051	TPR	KW-0560	Oxidoreductase	GO:0009055|GO:0050660|GO:0015042	electron transfer activity|flavin adenine dinucleotide binding|trypanothione-disulfide reductase activity
P17707	AMD1	KW-0210|KW-0456	Decarboxylase|Lyase	GO:0004014|GO:0019810	adenosylmethionine decarboxylase activity|putrescine binding
P28222	HTR1B	KW-0297|KW-0675|KW-0807	G-protein coupled receptor|Receptor|Transducer	GO:0008144|GO:0004993|GO:0030594|GO:0051378	drug binding|G-protein coupled serotonin receptor activity|neurotransmitter receptor activity|serotonin binding
P28221	HTR1D	KW-0297|KW-0675|KW-0807	G-protein coupled receptor|Receptor|Transducer	GO:0004993|GO:0030594|GO:0051378	G-protein coupled serotonin receptor activity|neurotransmitter receptor activity|serotonin binding
P23204	Ppara	KW-0010|KW-0238|KW-0675	Activator|DNA-binding|Receptor	GO:0003677|GO:0003700|GO:0008144|GO:0008289|GO:0097371|GO:0051525|GO:0004879|GO:0019902|GO:0044877|GO:0019904|GO:0046982|GO:0000978|GO:0001103|GO:0043565|GO:0038023|GO:0003707|GO:0001077|GO:0001190|GO:0001078|GO:0001223|GO:0008134|GO:0031624|GO:0008270	DNA binding|DNA-binding transcription factor activity|drug binding|lipid binding|MDM2/MDM4 family protein binding|NFAT protein binding|nuclear receptor activity|phosphatase binding|protein-containing complex binding|protein domain specific binding|protein heterodimerization activity|RNA polymerase II proximal promoter sequence-specific DNA binding|RNA polymerase II repressing transcription factor binding|sequence-specific DNA binding|signaling receptor activity|steroid hormone receptor activity|transcriptional activator activity, RNA polymerase II proximal promoter sequence-specific DNA binding|transcriptional activator activity, RNA polymerase II transcription factor binding|transcriptional repressor activity, RNA polymerase II proximal promoter sequence-specific DNA binding|transcription coactivator binding|transcription factor binding|ubiquitin conjugating enzyme binding|zinc ion binding
P37230	Ppara	KW-0010|KW-0238|KW-0675	Activator|DNA-binding|Receptor	GO:0008144|GO:0008289|GO:0097371|GO:0051525|GO:0004879|GO:0019902|GO:0044877|GO:0019904|GO:0000978|GO:0001103|GO:0043565|GO:0003707|GO:0001077|GO:0001190|GO:0001078|GO:0001223|GO:0031624|GO:0008270	drug binding|lipid binding|MDM2/MDM4 family protein binding|NFAT protein binding|nuclear receptor activity|phosphatase binding|protein-containing complex binding|protein domain specific binding|RNA polymerase II proximal promoter sequence-specific DNA binding|RNA polymerase II repressing transcription factor binding|sequence-specific DNA binding|steroid hormone receptor activity|transcriptional activator activity, RNA polymerase II proximal promoter sequence-specific DNA binding|transcriptional activator activity, RNA polymerase II transcription factor binding|transcriptional repressor activity, RNA polymerase II proximal promoter sequence-specific DNA binding|transcription coactivator binding|ubiquitin conjugating enzyme binding|zinc ion binding
Q96EB6	SIRT1	KW-0217|KW-0378	Developmental protein|Hydrolase	GO:0043425|GO:0019213|GO:0019899|GO:0042393|GO:0004407|GO:0043398|GO:0042802|GO:1990254|GO:0046872|GO:0051019|GO:0070403|GO:0017136|GO:0046969|GO:0034979|GO:0035257|GO:0002039|GO:0008022|GO:0033558|GO:0000980|GO:0001077|GO:0003714|GO:0008134	bHLH transcription factor binding|deacetylase activity|enzyme binding|histone binding|histone deacetylase activity|HLH domain binding|identical protein binding|keratin filament binding|metal ion binding|mitogen-activated protein kinase binding|NAD+ binding|NAD-dependent histone deacetylase activity|NAD-dependent histone deacetylase activity (H3-K9 specific)|NAD-dependent protein deacetylase activity|nuclear hormone receptor binding|p53 binding|protein C-terminus binding|protein deacetylase activity|RNA polymerase II distal enhancer sequence-specific DNA binding|transcriptional activator activity, RNA polymerase II proximal promoter sequence-specific DNA binding|transcription corepressor activity|transcription factor binding
Q8IXJ6	SIRT2	KW-0378	Hydrolase	GO:0003682|GO:0035035|GO:0004407|GO:0042826|GO:0070403|GO:0017136|GO:0046970|GO:0034979|GO:0033558|GO:0008134|GO:0042903|GO:0043130|GO:0008270	chromatin binding|histone acetyltransferase binding|histone deacetylase activity|histone deacetylase binding|NAD+ binding|NAD-dependent histone deacetylase activity|NAD-dependent histone deacetylase activity (H4-K16 specific)|NAD-dependent protein deacetylase activity|protein deacetylase activity|transcription factor binding|tubulin deacetylase activity|ubiquitin binding|zinc ion binding
P47871	GCGR	KW-0297|KW-0675|KW-0807	G-protein coupled receptor|Receptor|Transducer	GO:0004967|GO:0005085|GO:0017046	glucagon receptor activity|guanyl-nucleotide exchange factor activity|peptide hormone binding
P48546	GIPR	KW-0297|KW-0675|KW-0807	G-protein coupled receptor|Receptor|Transducer	GO:0016519|GO:0017046|GO:0004888	gastric inhibitory peptide receptor activity|peptide hormone binding|transmembrane signaling receptor activity
P16083	NQO2	KW-0560	Oxidoreductase	GO:0031404|GO:0001512|GO:0009055|GO:0071949|GO:1904408|GO:0016491|GO:0016661|GO:0042803|GO:1905594|GO:0008270	chloride ion binding|dihydronicotinamide riboside quinone reductase activity|electron transfer activity|FAD binding|melatonin binding|oxidoreductase activity|oxidoreductase activity, acting on other nitrogenous compounds as donors|protein homodimerization activity|resveratrol binding|zinc ion binding
P35228	NOS2	KW-0112|KW-0560	Calmodulin-binding|Oxidoreductase	GO:0034618|GO:0005516|GO:0050660|GO:0010181|GO:0020037|GO:0046872|GO:0050661|GO:0003958|GO:0004517|GO:0042803|GO:0005102|GO:0034617	arginine binding|calmodulin binding|flavin adenine dinucleotide binding|FMN binding|heme binding|metal ion binding|NADP binding|NADPH-hemoprotein reductase activity|nitric-oxide synthase activity|protein homodimerization activity|signaling receptor binding|tetrahydrobiopterin binding
P29475	NOS1	KW-0112|KW-0560	Calmodulin-binding|Oxidoreductase	GO:0034618|GO:0046870|GO:0005516|GO:0050660|GO:0010181|GO:0020037|GO:0044325|GO:0050661|GO:0003958|GO:0004517|GO:0097110|GO:0017080|GO:0034617	arginine binding|cadmium ion binding|calmodulin binding|flavin adenine dinucleotide binding|FMN binding|heme binding|ion channel binding|NADP binding|NADPH-hemoprotein reductase activity|nitric-oxide synthase activity|scaffold protein binding|sodium channel regulator activity|tetrahydrobiopterin binding
P9WPJ7	mtcA1	KW-0456	Lyase	GO:0004089|GO:0008270	carbonate dehydratase activity|zinc ion binding
Q7Z1V1	CYP51	KW-0503|KW-0560	Monooxygenase|Oxidoreductase	GO:0020037|GO:0005506|GO:0008398	heme binding|iron ion binding|sterol 14-demethylase activity
Q13639	HTR4	KW-0297|KW-0675|KW-0807	G-protein coupled receptor|Receptor|Transducer	GO:0004993	G-protein coupled serotonin receptor activity
P15823	Adra1b	KW-0297|KW-0675|KW-0807	G-protein coupled receptor|Receptor|Transducer	GO:0004937|GO:0046982	alpha1-adrenergic receptor activity|protein heterodimerization activity
Q99705	MCHR1	KW-0297|KW-0675|KW-0807	G-protein coupled receptor|Receptor|Transducer	GO:0004930|GO:0042562|GO:0030273|GO:0008188|GO:0008022|GO:0005102	G-protein coupled receptor activity|hormone binding|melanin-concentrating hormone receptor activity|neuropeptide receptor activity|protein C-terminus binding|signaling receptor binding
P49137	MAPKAPK2	KW-0418|KW-0723|KW-0808	Kinase|Serine/threonine-protein kinase|Transferase	GO:0005524|GO:0009931|GO:0005516|GO:0004683|GO:0051019|GO:0004672|GO:0004674	ATP binding|calcium-dependent protein serine/threonine kinase activity|calmodulin binding|calmodulin-dependent protein kinase activity|mitogen-activated protein kinase binding|protein kinase activity|protein serine/threonine kinase activity
Q16644	MAPKAPK3	KW-0418|KW-0723|KW-0808	Kinase|Serine/threonine-protein kinase|Transferase	GO:0005524|GO:0009931|GO:0005516|GO:0004683|GO:0004708|GO:0051019|GO:0004674	ATP binding|calcium-dependent protein serine/threonine kinase activity|calmodulin binding|calmodulin-dependent protein kinase activity|MAP kinase kinase activity|mitogen-activated protein kinase binding|protein serine/threonine kinase activity
Q8IW41	MAPKAPK5	KW-0418|KW-0723|KW-0808	Kinase|Serine/threonine-protein kinase|Transferase	GO:0005524|GO:0009931|GO:0005516|GO:0004683|GO:0004708|GO:0051019|GO:0002039|GO:0004674	ATP binding|calcium-dependent protein serine/threonine kinase activity|calmodulin binding|calmodulin-dependent protein kinase activity|MAP kinase kinase activity|mitogen-activated protein kinase binding|p53 binding|protein serine/threonine kinase activity
Q9BUB5	MKNK1	KW-0418|KW-0723|KW-0808	Kinase|Serine/threonine-protein kinase|Transferase	GO:0005524|GO:0009931|GO:0005516|GO:0004683|GO:0046872|GO:0004674	ATP binding|calcium-dependent protein serine/threonine kinase activity|calmodulin binding|calmodulin-dependent protein kinase activity|metal ion binding|protein serine/threonine kinase activity
O75676	RPS6KA4	KW-0418|KW-0723|KW-0808	Kinase|Serine/threonine-protein kinase|Transferase	GO:0005524|GO:0000287|GO:0004674|GO:0004711	ATP binding|magnesium ion binding|protein serine/threonine kinase activity|ribosomal protein S6 kinase activity
Q01196	RUNX1	KW-0010|KW-0238|KW-0678	Activator|DNA-binding|Repressor	GO:0005524|GO:0005509|GO:0003677|GO:0003700|GO:0046982|GO:0042803|GO:0000978|GO:0000977|GO:0000981|GO:0001228|GO:0008134|GO:0044212	ATP binding|calcium ion binding|DNA binding|DNA-binding transcription factor activity|protein heterodimerization activity|protein homodimerization activity|RNA polymerase II proximal promoter sequence-specific DNA binding|RNA polymerase II regulatory region sequence-specific DNA binding|RNA polymerase II transcription factor activity, sequence-specific DNA binding|transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific DNA binding|transcription factor binding|transcription regulatory region DNA binding
Q9UQB9	AURKC	KW-0418|KW-0723|KW-0808	Kinase|Serine/threonine-protein kinase|Transferase	GO:0005524|GO:0035174|GO:0004672|GO:0004712	ATP binding|histone serine kinase activity|protein kinase activity|protein serine/threonine/tyrosine kinase activity
P14920	DAO	KW-0560	Oxidoreductase	GO:0048037|GO:0003884|GO:0071949|GO:0046983|GO:0005102	cofactor binding|D-amino-acid oxidase activity|FAD binding|protein dimerization activity|signaling receptor binding
Q99489	DDO	KW-0560	Oxidoreductase	GO:0048037|GO:0008445|GO:0071949|GO:0005102	cofactor binding|D-aspartate oxidase activity|FAD binding|signaling receptor binding
O35078	Dao	KW-0560	Oxidoreductase	GO:0003884|GO:0071949	D-amino-acid oxidase activity|FAD binding
Q9BWU1	CDK19	KW-0418|KW-0723|KW-0808	Kinase|Serine/threonine-protein kinase|Transferase	GO:0005524|GO:0004693|GO:0019899	ATP binding|cyclin-dependent protein serine/threonine kinase activity|enzyme binding
P28566	HTR1E	KW-0297|KW-0675|KW-0807	G-protein coupled receptor|Receptor|Transducer	GO:0004930|GO:0004993|GO:0030594|GO:0051378	G-protein coupled receptor activity|G-protein coupled serotonin receptor activity|neurotransmitter receptor activity|serotonin binding
P06762	Hmox1	KW-0560	Oxidoreductase	GO:0019899|GO:0020037|GO:0004392|GO:0046872|GO:0004630|GO:0042803	enzyme binding|heme binding|heme oxygenase (decyclizing) activity|metal ion binding|phospholipase D activity|protein homodimerization activity
P05182	Cyp2e1	KW-0503|KW-0560	Monooxygenase|Oxidoreductase	GO:0008392|GO:0019899|GO:0010181|GO:0020037|GO:0005506|GO:0004497|GO:0016712|GO:0008395	arachidonic acid epoxygenase activity|enzyme binding|FMN binding|heme binding|iron ion binding|monooxygenase activity|oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen|steroid hydroxylase activity
P23711	Hmox2	KW-0560	Oxidoreductase	GO:0020037|GO:0004392|GO:0046872	heme binding|heme oxygenase (decyclizing) activity|metal ion binding
P04800	Cyp3a1	KW-0503|KW-0560	Monooxygenase|Oxidoreductase	GO:0070330|GO:0032451|GO:0020037|GO:0005506|GO:0050649	aromatase activity|demethylase activity|heme binding|iron ion binding|testosterone 6-beta-hydroxylase activity
Q64346	Dusp6	KW-0378|KW-0904	Hydrolase|Protein phosphatase	GO:0017017|GO:0008138|GO:0004725	MAP kinase tyrosine/serine/threonine phosphatase activity|protein tyrosine/serine/threonine phosphatase activity|protein tyrosine phosphatase activity
P50613	CDK7	KW-0418|KW-0723|KW-0808	Kinase|Serine/threonine-protein kinase|Transferase	GO:0050681|GO:0005524|GO:0004693|GO:0008094|GO:0016301|GO:0008022|GO:0004672|GO:0004674|GO:0008353|GO:0003713	androgen receptor binding|ATP binding|cyclin-dependent protein serine/threonine kinase activity|DNA-dependent ATPase activity|kinase activity|protein C-terminus binding|protein kinase activity|protein serine/threonine kinase activity|RNA polymerase II carboxy-terminal domain kinase activity|transcription coactivator activity
P49336	CDK8	KW-0010|KW-0418|KW-0678|KW-0723|KW-0808	Activator|Kinase|Repressor|Serine/threonine-protein kinase|Transferase	GO:0005524|GO:0004693|GO:0004672|GO:0004674|GO:0008353	ATP binding|cyclin-dependent protein serine/threonine kinase activity|protein kinase activity|protein serine/threonine kinase activity|RNA polymerase II carboxy-terminal domain kinase activity
P50750	CDK9	KW-0418|KW-0723|KW-0808	Kinase|Serine/threonine-protein kinase|Transferase	GO:0097322|GO:0005524|GO:0003682|GO:0030332|GO:0004693|GO:0003677|GO:0016301|GO:0004672|GO:0019901|GO:0004674|GO:0008353|GO:0000978|GO:0001223|GO:0044212	7SK snRNA binding|ATP binding|chromatin binding|cyclin binding|cyclin-dependent protein serine/threonine kinase activity|DNA binding|kinase activity|protein kinase activity|protein kinase binding|protein serine/threonine kinase activity|RNA polymerase II carboxy-terminal domain kinase activity|RNA polymerase II proximal promoter sequence-specific DNA binding|transcription coactivator binding|transcription regulatory region DNA binding
Q9HAZ1	CLK4	KW-0418|KW-0723|KW-0808|KW-0829	Kinase|Serine/threonine-protein kinase|Transferase|Tyrosine-protein kinase	GO:0005524|GO:0004712|GO:0004674|GO:0004713	ATP binding|protein serine/threonine/tyrosine kinase activity|protein serine/threonine kinase activity|protein tyrosine kinase activity
Q07820	MCL1	KW-0217	Developmental protein	GO:0051434|GO:0046982|GO:0042803|GO:0008320	BH3 domain binding|protein heterodimerization activity|protein homodimerization activity|protein transmembrane transporter activity
Q16548	BCL2A1			GO:0015267|GO:0046982|GO:0042803	channel activity|protein heterodimerization activity|protein homodimerization activity
P00523	SRC	KW-0418|KW-0808|KW-0829	Kinase|Transferase|Tyrosine-protein kinase	GO:0005524|GO:0071253|GO:0070851|GO:0020037|GO:0051427|GO:0004715|GO:0019903|GO:0004713	ATP binding|connexin binding|growth factor receptor binding|heme binding|hormone receptor binding|non-membrane spanning protein tyrosine kinase activity|protein phosphatase binding|protein tyrosine kinase activity
Q16773	KYAT1	KW-0032|KW-0456|KW-0808	Aminotransferase|Lyase|Transferase	GO:0047804|GO:0047316|GO:0016212|GO:0047945|GO:0047312|GO:0042803|GO:0030170|GO:0008483	cysteine-S-conjugate beta-lyase activity|glutamine-phenylpyruvate transaminase activity|kynurenine-oxoglutarate transaminase activity|L-glutamine:pyruvate aminotransferase activity|L-phenylalanine:pyruvate aminotransferase activity|protein homodimerization activity|pyridoxal phosphate binding|transaminase activity
P62617	ispF	KW-0456	Lyase	GO:0008685|GO:0042802|GO:0030145|GO:0046872|GO:0008270	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase activity|identical protein binding|manganese ion binding|metal ion binding|zinc ion binding
O25928	fabZ	KW-0456	Lyase	GO:0047451	3-hydroxyoctanoyl-[acyl-carrier-protein] dehydratase activity
Q15139	PRKD1	KW-0418|KW-0723|KW-0808	Kinase|Serine/threonine-protein kinase|Transferase	GO:0005524|GO:0042802|GO:0016301|GO:0046872|GO:0004697|GO:0004674	ATP binding|identical protein binding|kinase activity|metal ion binding|protein kinase C activity|protein serine/threonine kinase activity
Q08345	DDR1	KW-0418|KW-0675|KW-0808|KW-0829	Kinase|Receptor|Transferase|Tyrosine-protein kinase	GO:0005524|GO:0005518|GO:0046872|GO:0038062|GO:0004714	ATP binding|collagen binding|metal ion binding|protein tyrosine kinase collagen receptor activity|transmembrane receptor protein tyrosine kinase activity
Q13489	BIRC3	KW-0808	Transferase	GO:0043027|GO:0046872|GO:0016740|GO:0004842	cysteine-type endopeptidase inhibitor activity involved in apoptotic process|metal ion binding|transferase activity|ubiquitin-protein transferase activity
